"";"sex";"age";"period";"CancerCM";"POP"
"2639";1;73;11;7394;536570
"2640";1;73;12;7793;549664
"2641";1;73;13;7925;562947
"2642";1;73;14;8209;575846
"2643";1;73;15;8411;588445
"2644";1;73;16;8494;597690
"2645";1;73;17;8999;604940
"2646";1;73;18;8866;610374
"2647";1;73;19;8877;618475
"2648";1;73;20;9159;629840
"2649";1;73;21;9428;641401
"2650";1;73;22;9048;666317
"2651";1;73;23;10077;690888
"2652";1;73;24;10179;740492
"2653";1;73;25;10251;750924
"2654";1;73;26;9923;733390
"2655";1;73;27;9827;747709
"2656";1;73;28;9967;756018
"2657";1;73;29;9778;745037
"2658";1;73;30;9692;754625
"2659";1;73;31;9588;758559
"2660";1;73;32;9126;744492
"2661";1;73;33;9105;755420
"2662";1;73;34;8668;739313
"2663";1;73;35;8720;731920
"2664";1;73;36;8205;726996
"2665";1;74;1;5269;398877
"2666";1;74;2;5551;390529
"2667";1;74;3;5293;402041
"2668";1;74;4;5925;434255
"2669";1;74;5;6233;424518
"2670";1;74;6;5896;404333
"2671";1;74;7;6525;439415
"2672";1;74;8;6672;455364
"2673";1;74;9;6901;478352
"2674";1;74;10;7142;494175
"2675";1;74;11;7343;506181
"2676";1;74;12;7599;518832
"2677";1;74;13;7920;531733
"2678";1;74;14;8007;544936
"2679";1;74;15;8052;558247
"2680";1;74;16;8314;570767
"2681";1;74;17;8679;580312
"2682";1;74;18;8957;587293
"2683";1;74;19;9153;594013
"2684";1;74;20;9094;600134
"2685";1;74;21;9251;609737
"2686";1;74;22;9417;620323
"2687";1;74;23;9348;644409
"2688";1;74;24;9809;667315
"2689";1;74;25;10245;715475
"2690";1;74;26;10212;724880
"2691";1;74;27;9800;707720
"2692";1;74;28;9949;721611
"2693";1;74;29;9892;729191
"2694";1;74;30;9598;715910
"2695";1;74;31;9819;723014
"2696";1;74;32;9723;727156
"2697";1;74;33;8990;712983
"2698";1;74;34;8969;734575
"2699";1;74;35;8862;710639
"2700";1;74;36;8476;703828
"2701";1;75;1;5430;378506
"2702";1;75;2;5413;369129
"2703";1;75;3;5338;360766
"2704";1;75;4;5386;372938
"2705";1;75;5;6019;405468
"2706";1;75;6;6114;395893
"2707";1;75;7;5890;376042
"2708";1;75;8;6509;410407
"2709";1;75;9;6624;426790
"2710";1;75;10;6973;450828
"2711";1;75;11;7020;463599
"2712";1;75;12;7373;476265
"2713";1;75;13;7793;488639
"2714";1;75;14;7713;501616
"2715";1;75;15;8154;515586
"2716";1;75;16;8321;529234
"2717";1;75;17;8359;542437
"2718";1;75;18;8707;551994
"2719";1;75;19;8947;560445
"2720";1;75;20;9078;572127
"2721";1;75;21;9020;580481
"2722";1;75;22;9208;589585
"2723";1;75;23;9365;598755
"2724";1;75;24;9307;620374
"2725";1;75;25;9746;642097
"2726";1;75;26;9928;687155
"2727";1;75;27;10080;695217
"2728";1;75;28;10081;678287
"2729";1;75;29;9932;690588
"2730";1;75;30;9798;693572
"2731";1;75;31;9778;683021
"2732";1;75;32;9679;690673
"2733";1;75;33;9798;694379
"2734";1;75;34;9121;680024
"2735";1;75;35;9069;704097
"2736";1;75;36;8702;680466
"2737";1;76;1;5192;353216
"2738";1;76;2;5399;352107
"2739";1;76;3;5195;343718
"2740";1;76;4;5338;337013
"2741";1;76;5;5120;350924
"2742";1;76;6;5751;386492
"2743";1;76;7;5961;378492
"2744";1;76;8;5852;356556
"2745";1;76;9;6339;393999
"2746";1;76;10;6606;407457
"2747";1;76;11;6708;419043
"2748";1;76;12;7052;431096
"2749";1;76;13;7243;442350
"2750";1;76;14;7662;452940
"2751";1;76;15;7486;465081
"2752";1;76;16;7931;477747
"2753";1;76;17;8146;490662
"2754";1;76;18;8253;502117
"2755";1;76;19;8574;511231
"2756";1;76;20;8965;520811
"2757";1;76;21;8906;540478
"2758";1;76;22;8921;547903
"2759";1;76;23;9275;556327
"2760";1;76;24;9270;564439
"2761";1;76;25;9280;585444
"2762";1;76;26;9857;605559
"2763";1;76;27;9816;648018
"2764";1;76;28;10008;655759
"2765";1;76;29;9882;639518
"2766";1;76;30;9858;653310
"2767";1;76;31;9824;658923
"2768";1;76;32;9550;649223
"2769";1;76;33;9596;656222
"2770";1;76;34;9560;660515
"2771";1;76;35;8967;648520
"2772";1;76;36;9073;672858
"2773";1;77;1;4912;319364
"2774";1;77;2;4944;326669
"2775";1;77;3;5091;325651
"2776";1;77;4;5145;318197
"2777";1;77;5;5068;312252
"2778";1;77;6;5214;326384
"2779";1;77;7;5747;362430
"2780";1;77;8;5716;354026
"2781";1;77;9;5639;333083
"2782";1;77;10;6282;368217
"2783";1;77;11;6388;378617
"2784";1;77;12;6683;390303
"2785";1;77;13;6925;401778
"2786";1;77;14;7045;412498
"2787";1;77;15;7441;422828
"2788";1;77;16;7416;434639
"2789";1;77;17;7647;447633
"2790";1;77;18;8013;460160
"2791";1;77;19;8233;472377
"2792";1;77;20;8608;481054
"2793";1;77;21;8808;490879
"2794";1;77;22;8826;509183
"2795";1;77;23;8807;515839
"2796";1;77;24;8832;523189
"2797";1;77;25;9102;531431
"2798";1;77;26;8975;550563
"2799";1;77;27;9578;569479
"2800";1;77;28;9620;609734
"2801";1;77;29;9890;616768
"2802";1;77;30;9750;600991
"2803";1;77;31;9613;617825
"2804";1;77;32;9782;623831
"2805";1;77;33;9402;613755
"2806";1;77;34;9435;625808
"2807";1;77;35;9380;627540
"2808";1;77;36;8966;616010
"2809";1;78;1;4639;297607
"2810";1;78;2;4751;297834
"2811";1;78;3;4794;307266
"2812";1;78;4;4959;308946
"2813";1;78;5;4955;303543
"2814";1;78;6;5185;298591
"2815";1;78;7;5006;315332
"2816";1;78;8;5613;356824
"2817";1;78;9;5704;350445
"2818";1;78;10;5610;333174
"2819";1;78;11;5929;340792
"2820";1;78;12;6253;350879
"2821";1;78;13;6458;361371
"2822";1;78;14;6611;371677
"2823";1;78;15;6887;381554
"2824";1;78;16;7052;390726
"2825";1;78;17;7371;402038
"2826";1;78;18;7544;413924
"2827";1;78;19;7746;426669
"2828";1;78;20;7938;440468
"2829";1;78;21;8358;458662
"2830";1;78;22;8666;467049
"2831";1;78;23;8697;483165
"2832";1;78;24;8810;487595
"2833";1;78;25;8745;493856
"2834";1;78;26;8823;499848
"2835";1;78;27;8793;516594
"2836";1;78;28;9269;533271
"2837";1;78;29;9499;569315
"2838";1;78;30;9564;573276
"2839";1;78;31;9314;565534
"2840";1;78;32;9475;582814
"2841";1;78;33;9419;588216
"2842";1;78;34;9323;580944
"2843";1;78;35;9439;592209
"2844";1;78;36;9177;594245
"2845";1;79;1;4362;257870
"2846";1;79;2;4655;272812
"2847";1;79;3;4509;271793
"2848";1;79;4;4805;280268
"2849";1;79;5;4699;281212
"2850";1;79;6;4796;274785
"2851";1;79;7;4910;269800
"2852";1;79;8;4729;285253
"2853";1;79;9;5243;321181
"2854";1;79;10;5433;302394
"2855";1;79;11;5215;308751
"2856";1;79;12;5865;315784
"2857";1;79;13;6103;324947
"2858";1;79;14;6107;334281
"2859";1;79;15;6409;343887
"2860";1;79;16;6583;353005
"2861";1;79;17;6984;361697
"2862";1;79;18;7056;371991
"2863";1;79;19;7322;384214
"2864";1;79;20;7684;396187
"2865";1;79;21;7749;409948
"2866";1;79;22;8238;426716
"2867";1;79;23;8453;434093
"2868";1;79;24;8342;448458
"2869";1;79;25;8476;453130
"2870";1;79;26;8358;458599
"2871";1;79;27;8603;464139
"2872";1;79;28;8612;479882
"2873";1;79;29;9019;495196
"2874";1;79;30;9340;533732
"2875";1;79;31;9455;536892
"2876";1;79;32;9287;530017
"2877";1;79;33;9329;546390
"2878";1;79;34;9184;555510
"2879";1;79;35;9134;546771
"2880";1;79;36;9069;558532
"2881";1;80;1;3831;221534
"2882";1;80;2;4142;229560
"2883";1;80;3;4270;240281
"2884";1;80;4;4315;236160
"2885";1;80;5;4449;241397
"2886";1;80;6;4570;238536
"2887";1;80;7;4604;229347
"2888";1;80;8;4642;221123
"2889";1;80;9;4638;232063
"2890";1;80;10;5081;262589
"2891";1;80;11;5240;268088
"2892";1;80;12;5174;274795
"2893";1;80;13;5636;280870
"2894";1;80;14;5716;289391
"2895";1;80;15;6000;298159
"2896";1;80;16;6183;307301
"2897";1;80;17;6499;316436
"2898";1;80;18;6696;324212
"2899";1;80;19;6901;335173
"2900";1;80;20;7198;346427
"2901";1;80;21;7445;355628
"2902";1;80;22;7611;371730
"2903";1;80;23;7973;389780
"2904";1;80;24;8124;399610
"2905";1;80;25;8259;416750
"2906";1;80;26;8196;424195
"2907";1;80;27;8041;432483
"2908";1;80;28;8246;441304
"2909";1;80;29;8184;459536
"2910";1;80;30;8845;458758
"2911";1;80;31;8928;496266
"2912";1;80;32;9037;499810
"2913";1;80;33;8835;492428
"2914";1;80;34;8920;508742
"2915";1;80;35;8917;519532
"2916";1;80;36;9062;511308
"2917";1;81;1;3653;215780
"2918";1;81;2;3627;203574
"2919";1;81;3;3753;214408
"2920";1;81;4;4074;229348
"2921";1;81;5;4034;228547
"2922";1;81;6;4168;237745
"2923";1;81;7;4284;238281
"2924";1;81;8;4436;230671
"2925";1;81;9;4453;224253
"2926";1;81;10;4326;225823
"2927";1;81;11;4745;231064
"2928";1;81;12;4945;237512
"2929";1;81;13;4909;244519
"2930";1;81;14;5396;250579
"2931";1;81;15;5421;259603
"2932";1;81;16;5783;268728
"2933";1;81;17;5983;278865
"2934";1;81;18;5989;288280
"2935";1;81;19;6376;297598
"2936";1;81;20;6639;307184
"2937";1;81;21;6864;314723
"2938";1;81;22;7004;321931
"2939";1;81;23;7197;335617
"2940";1;81;24;7602;350909
"2941";1;81;25;7542;359716
"2942";1;81;26;7743;374129
"2943";1;81;27;7640;380030
"2944";1;81;28;7806;387056
"2945";1;81;29;8036;394017
"2946";1;81;30;7848;422815
"2947";1;81;31;8346;423021
"2948";1;81;32;8639;460005
"2949";1;81;33;8810;462919
"2950";1;81;34;8245;462486
"2951";1;81;35;8762;472450
"2952";1;81;36;8821;483350
"2953";1;82;1;3332;188680
"2954";1;82;2;3272;194666
"2955";1;82;3;3383;180977
"2956";1;82;4;3537;191234
"2957";1;82;5;3754;205654
"2958";1;82;6;3835;203857
"2959";1;82;7;3968;211889
"2960";1;82;8;4184;211198
"2961";1;82;9;3996;203570
"2962";1;82;10;4083;198428
"2963";1;82;11;3980;203255
"2964";1;82;12;4576;208777
"2965";1;82;13;4544;214984
"2966";1;82;14;4652;221582
"2967";1;82;15;5044;227259
"2968";1;82;16;5152;236022
"2969";1;82;17;5231;245372
"2970";1;82;18;5680;254897
"2971";1;82;19;5933;265010
"2972";1;82;20;6015;272960
"2973";1;82;21;6279;279533
"2974";1;82;22;6531;287036
"2975";1;82;23;6752;294722
"2976";1;82;24;6640;307925
"2977";1;82;25;7176;323589
"2978";1;82;26;7186;332640
"2979";1;82;27;7374;347292
"2980";1;82;28;7241;354112
"2981";1;82;29;7404;361782
"2982";1;82;30;7570;367169
"2983";1;82;31;7563;388016
"2984";1;82;32;8039;387991
"2985";1;82;33;8186;423473
"2986";1;82;34;8262;426778
"2987";1;82;35;8221;426650
"2988";1;82;36;8435;437212
"2989";1;83;1;2853;151984
"2990";1;83;2;2965;169036
"2991";1;83;3;3109;173413
"2992";1;83;4;3060;158822
"2993";1;83;5;3409;168511
"2994";1;83;6;3535;181773
"2995";1;83;7;3646;179350
"2996";1;83;8;3693;185783
"2997";1;83;9;3918;184670
"2998";1;83;10;3822;180549
"2999";1;83;11;3892;183544
"3000";1;83;12;3851;188156
"3001";1;83;13;4324;192055
"3002";1;83;14;4274;196646
"3003";1;83;15;4327;201516
"3004";1;83;16;4716;205290
"3005";1;83;17;4770;212744
"3006";1;83;18;4973;219811
"3007";1;83;19;5220;228050
"3008";1;83;20;5506;236488
"3009";1;83;21;5899;247249
"3010";1;83;22;5787;252525
"3011";1;83;23;6125;258321
"3012";1;83;24;6434;263930
"3013";1;83;25;6420;275245
"3014";1;83;26;6648;287894
"3015";1;83;27;6682;294771
"3016";1;83;28;6888;306777
"3017";1;83;29;6873;311593
"3018";1;83;30;6906;320245
"3019";1;83;31;7086;334051
"3020";1;83;32;6899;354818
"3021";1;83;33;7525;353798
"3022";1;83;34;7799;382479
"3023";1;83;35;7938;391246
"3024";1;83;36;7740;391934
"3025";1;84;1;2440;126958
"3026";1;84;2;2711;134037
"3027";1;84;3;2809;149410
"3028";1;84;4;2870;152316
"3029";1;84;5;2812;137075
"3030";1;84;6;3150;145796
"3031";1;84;7;3217;157832
"3032";1;84;8;3385;154337
"3033";1;84;9;3442;159741
"3034";1;84;10;3621;158816
"3035";1;84;11;3596;161550
"3036";1;84;12;3527;165031
"3037";1;84;13;3584;169425
"3038";1;84;14;3883;172718
"3039";1;84;15;3987;176646
"3040";1;84;16;3972;180713
"3041";1;84;17;4186;184009
"3042";1;84;18;4452;190366
"3043";1;84;19;4725;197346
"3044";1;84;20;4773;202685
"3045";1;84;21;5208;209293
"3046";1;84;22;5407;219007
"3047";1;84;23;5368;224226
"3048";1;84;24;5737;229456
"3049";1;84;25;5794;235312
"3050";1;84;26;5959;245583
"3051";1;84;27;6129;257291
"3052";1;84;28;6155;264031
"3053";1;84;29;6397;275403
"3054";1;84;30;6472;282798
"3055";1;84;31;6267;289138
"3056";1;84;32;6620;302700
"3057";1;84;33;6538;322627
"3058";1;84;34;6952;337375
"3059";1;84;35;7269;348197
"3060";1;84;36;7389;357098
"3061";2;0;1;73;1758210
"3062";2;0;2;77;1616943
"3063";2;0;3;67;1529940
"3064";2;0;4;52;1495976
"3065";2;0;5;61;1538983
"3066";2;0;6;47;1522547
"3067";2;0;7;50;1599143
"3068";2;0;8;70;1624209
"3069";2;0;9;49;1673345
"3070";2;0;10;47;1739898
"3071";2;0;11;47;1761743
"3072";2;0;12;55;1779872
"3073";2;0;13;62;1781342
"3074";2;0;14;54;1744321
"3075";2;0;15;58;1796384
"3076";2;0;16;44;1806311
"3077";2;0;17;50;1808461
"3078";2;0;18;43;1834875
"3079";2;0;19;57;1885683
"3080";2;0;20;42;1946978
"3081";2;0;21;33;1955964
"3082";2;0;22;44;1942385
"3083";2;0;23;32;1898740
"3084";2;0;24;31;1872248
"3085";2;0;25;34;1850135
"3086";2;0;26;45;1827352
"3087";2;0;27;46;1831017
"3088";2;0;28;36;1834445
"3089";2;0;29;32;1852123
"3090";2;0;30;42;1877912
"3091";2;0;31;37;1968616
"3092";2;0;32;32;1957087
"3093";2;0;33;41;1958070
"3094";2;0;34;37;1998101
"3095";2;0;35;30;2001260
"3096";2;0;36;37;2041306
"3097";2;1;1;90;1711091
"3098";2;1;2;73;1744335
"3099";2;1;3;81;1597990
"3100";2;1;4;71;1506472
"3101";2;1;5;68;1468227
"3102";2;1;6;62;1504606
"3103";2;1;7;63;1482536
"3104";2;1;8;65;1551157
"3105";2;1;9;64;1568665
"3106";2;1;10;55;1618532
"3107";2;1;11;68;1678106
"3108";2;1;12;59;1703143
"3109";2;1;13;62;1723769
"3110";2;1;14;53;1729151
"3111";2;1;15;48;1697543
"3112";2;1;16;58;1751880
"3113";2;1;17;49;1765213
"3114";2;1;18;67;1771621
"3115";2;1;19;54;1799811
"3116";2;1;20;62;1855951
"3117";2;1;21;69;1931745
"3118";2;1;22;55;1943268
"3119";2;1;23;52;1934254
"3120";2;1;24;57;1894328
"3121";2;1;25;35;1872306
"3122";2;1;26;38;1854022
"3123";2;1;27;45;1834950
"3124";2;1;28;46;1842747
"3125";2;1;29;43;1849170
"3126";2;1;30;44;1860960
"3127";2;1;31;39;1880354
"3128";2;1;32;40;1971000
"3129";2;1;33;30;1959431
"3130";2;1;34;44;1969752
"3131";2;1;35;29;1999701
"3132";2;1;36;39;2002943
"3133";2;2;1;115;1640724
"3134";2;2;2;97;1684507
"3135";2;2;3;102;1720452
"3136";2;2;4;72;1579340
"3137";2;2;5;74;1492981
"3138";2;2;6;78;1457971
"3139";2;2;7;72;1496239
"3140";2;2;8;72;1477745
"3141";2;2;9;63;1548649
"3142";2;2;10;62;1569137
"3143";2;2;11;86;1621040
"3144";2;2;12;92;1680972
"3145";2;2;13;69;1705935
"3146";2;2;14;63;1727436
"3147";2;2;15;66;1734145
"3148";2;2;16;67;1703465
"3149";2;2;17;63;1758880
"3150";2;2;18;64;1774455
"3151";2;2;19;60;1781493
"3152";2;2;20;51;1811773
"3153";2;2;21;48;1857136
"3154";2;2;22;70;1934175
"3155";2;2;23;59;1947790
"3156";2;2;24;60;1939097
"3157";2;2;25;56;1899558
"3158";2;2;26;34;1877398
"3159";2;2;27;50;1861062
"3160";2;2;28;35;1842481
"3161";2;2;29;51;1849556
"3162";2;2;30;46;1868372
"3163";2;2;31;56;1865885
"3164";2;2;32;39;1885277
"3165";2;2;33;48;1975908
"3166";2;2;34;41;1953944
"3167";2;2;35;48;1973655
"3168";2;2;36;38;2003647
"3169";2;3;1;105;1635101
"3170";2;3;2;117;1663087
"3171";2;3;3;84;1708343
"3172";2;3;4;109;1745514
"3173";2;3;5;84;1604691
"3174";2;3;6;83;1518106
"3175";2;3;7;65;1482890
"3176";2;3;8;58;1523677
"3177";2;3;9;61;1505793
"3178";2;3;10;58;1581299
"3179";2;3;11;78;1593945
"3180";2;3;12;73;1643828
"3181";2;3;13;81;1701475
"3182";2;3;14;59;1724016
"3183";2;3;15;54;1743339
"3184";2;3;16;65;1747658
"3185";2;3;17;65;1714300
"3186";2;3;18;66;1768221
"3187";2;3;19;57;1780542
"3188";2;3;20;67;1786893
"3189";2;3;21;65;1818198
"3190";2;3;22;51;1867183
"3191";2;3;23;60;1948602
"3192";2;3;24;59;1963921
"3193";2;3;25;53;1958111
"3194";2;3;26;54;1920111
"3195";2;3;27;53;1901395
"3196";2;3;28;51;1886654
"3197";2;3;29;48;1868553
"3198";2;3;30;56;1864031
"3199";2;3;31;56;1874434
"3200";2;3;32;51;1871924
"3201";2;3;33;41;1891308
"3202";2;3;34;47;1979903
"3203";2;3;35;38;1958753
"3204";2;3;36;51;1978618
"3205";2;4;1;120;1702415
"3206";2;4;2;89;1664780
"3207";2;4;3;96;1692790
"3208";2;4;4;104;1737819
"3209";2;4;5;92;1776568
"3210";2;4;6;86;1633112
"3211";2;4;7;72;1544176
"3212";2;4;8;65;1509379
"3213";2;4;9;78;1550701
"3214";2;4;10;55;1528103
"3215";2;4;11;75;1597794
"3216";2;4;12;70;1610599
"3217";2;4;13;77;1660884
"3218";2;4;14;82;1719684
"3219";2;4;15;68;1743252
"3220";2;4;16;57;1763598
"3221";2;4;17;72;1768804
"3222";2;4;18;66;1736860
"3223";2;4;19;58;1791668
"3224";2;4;20;56;1805224
"3225";2;4;21;58;1816629
"3226";2;4;22;57;1850746
"3227";2;4;23;53;1903067
"3228";2;4;24;56;1985507
"3229";2;4;25;54;2001927
"3230";2;4;26;56;1996366
"3231";2;4;27;52;1960247
"3232";2;4;28;47;1941603
"3233";2;4;29;51;1926335
"3234";2;4;30;46;1910580
"3235";2;4;31;41;1871282
"3236";2;4;32;59;1881682
"3237";2;4;33;49;1879147
"3238";2;4;34;57;1899694
"3239";2;4;35;45;1985699
"3240";2;4;36;42;1964732
"3241";2;5;1;126;1741914
"3242";2;5;2;107;1700928
"3243";2;5;3;108;1663345
"3244";2;5;4;91;1690633
"3245";2;5;5;97;1736921
"3246";2;5;6;88;1775560
"3247";2;5;7;60;1631851
"3248";2;5;8;79;1544746
"3249";2;5;9;73;1510435
"3250";2;5;10;68;1552659
"3251";2;5;11;63;1529390
"3252";2;5;12;66;1598193
"3253";2;5;13;76;1610205
"3254";2;5;14;40;1660498
"3255";2;5;15;78;1719501
"3256";2;5;16;71;1742793
"3257";2;5;17;47;1763415
"3258";2;5;18;59;1769553
"3259";2;5;19;67;1737305
"3260";2;5;20;77;1797847
"3261";2;5;21;60;1809948
"3262";2;5;22;56;1823600
"3263";2;5;23;57;1859889
"3264";2;5;24;45;1910936
"3265";2;5;25;49;1992617
"3266";2;5;26;35;2008835
"3267";2;5;27;77;2005687
"3268";2;5;28;46;1969808
"3269";2;5;29;52;1950892
"3270";2;5;30;58;1927714
"3271";2;5;31;48;1919063
"3272";2;5;32;61;1879798
"3273";2;5;33;48;1890181
"3274";2;5;34;49;1880631
"3275";2;5;35;38;1906475
"3276";2;5;36;39;1992740
"3277";2;6;1;127;1862992
"3278";2;6;2;89;1758507
"3279";2;6;3;95;1715182
"3280";2;6;4;94;1674694
"3281";2;6;5;98;1701529
"3282";2;6;6;81;1745798
"3283";2;6;7;65;1781665
"3284";2;6;8;67;1637288
"3285";2;6;9;73;1548658
"3286";2;6;10;52;1519508
"3287";2;6;11;68;1554826
"3288";2;6;12;54;1530791
"3289";2;6;13;72;1598607
"3290";2;6;14;52;1610507
"3291";2;6;15;46;1660690
"3292";2;6;16;57;1719530
"3293";2;6;17;62;1742703
"3294";2;6;18;45;1763866
"3295";2;6;19;55;1769440
"3296";2;6;20;50;1739053
"3297";2;6;21;53;1799103
"3298";2;6;22;52;1812156
"3299";2;6;23;51;1826910
"3300";2;6;24;45;1861785
"3301";2;6;25;48;1912247
"3302";2;6;26;49;1994051
"3303";2;6;27;52;2010059
"3304";2;6;28;46;2007320
"3305";2;6;29;49;1970698
"3306";2;6;30;37;1960518
"3307";2;6;31;62;1936678
"3308";2;6;32;39;1928042
"3309";2;6;33;47;1888761
"3310";2;6;34;43;1885174
"3311";2;6;35;43;1887829
"3312";2;6;36;46;1913901
"3313";2;7;1;103;1947828
"3314";2;7;2;97;1877643
"3315";2;7;3;87;1775567
"3316";2;7;4;88;1734293
"3317";2;7;5;92;1697713
"3318";2;7;6;74;1727501
"3319";2;7;7;76;1774633
"3320";2;7;8;74;1815931
"3321";2;7;9;52;1672378
"3322";2;7;10;71;1587554
"3323";2;7;11;70;1545290
"3324";2;7;12;60;1578196
"3325";2;7;13;58;1551170
"3326";2;7;14;65;1617514
"3327";2;7;15;54;1627617
"3328";2;7;16;51;1675989
"3329";2;7;17;55;1733000
"3330";2;7;18;43;1754242
"3331";2;7;19;57;1772664
"3332";2;7;20;36;1779261
"3333";2;7;21;53;1749386
"3334";2;7;22;50;1812551
"3335";2;7;23;51;1828761
"3336";2;7;24;68;1844256
"3337";2;7;25;51;1880559
"3338";2;7;26;46;1933719
"3339";2;7;27;42;2018805
"3340";2;7;28;34;2035798
"3341";2;7;29;43;2034495
"3342";2;7;30;52;1994553
"3343";2;7;31;48;1969264
"3344";2;7;32;48;1945466
"3345";2;7;33;50;1936812
"3346";2;7;34;49;1900489
"3347";2;7;35;55;1892239
"3348";2;7;36;52;1895090
"3349";2;8;1;89;1947611
"3350";2;8;2;85;1919822
"3351";2;8;3;101;1846212
"3352";2;8;4;85;1741272
"3353";2;8;5;61;1698167
"3354";2;8;6;66;1658128
"3355";2;8;7;68;1682514
"3356";2;8;8;67;1726166
"3357";2;8;9;73;1763016
"3358";2;8;10;63;1626464
"3359";2;8;11;48;1534256
"3360";2;8;12;57;1491782
"3361";2;8;13;54;1521833
"3362";2;8;14;41;1495425
"3363";2;8;15;43;1558826
"3364";2;8;16;45;1567443
"3365";2;8;17;52;1613488
"3366";2;8;18;44;1668526
"3367";2;8;19;58;1687183
"3368";2;8;20;39;1713686
"3369";2;8;21;42;1726741
"3370";2;8;22;44;1705667
"3371";2;8;23;58;1774999
"3372";2;8;24;47;1796472
"3373";2;8;25;41;1817604
"3374";2;8;26;43;1861030
"3375";2;8;27;43;1921513
"3376";2;8;28;43;2012881
"3377";2;8;29;45;2034953
"3378";2;8;30;39;2039517
"3379";2;8;31;40;2002954
"3380";2;8;32;47;1977699
"3381";2;8;33;35;1953884
"3382";2;8;34;45;1938617
"3383";2;8;35;45;1907269
"3384";2;8;36;30;1899216
"3385";2;9;1;91;2009231
"3386";2;9;2;101;1983686
"3387";2;9;3;90;1960271
"3388";2;9;4;79;1889580
"3389";2;9;5;68;1788235
"3390";2;9;6;81;1747700
"3391";2;9;7;60;1710065
"3392";2;9;8;61;1741368
"3393";2;9;9;65;1791381
"3394";2;9;10;61;1824754
"3395";2;9;11;69;1681894
"3396";2;9;12;50;1592242
"3397";2;9;13;42;1553371
"3398";2;9;14;48;1590726
"3399";2;9;15;43;1570083
"3400";2;9;16;48;1642082
"3401";2;9;17;42;1659290
"3402";2;9;18;45;1714636
"3403";2;9;19;56;1779796
"3404";2;9;20;48;1793057
"3405";2;9;21;49;1836873
"3406";2;9;22;38;1841053
"3407";2;9;23;46;1809769
"3408";2;9;24;37;1871082
"3409";2;9;25;36;1882003
"3410";2;9;26;48;1894341
"3411";2;9;27;47;1929351
"3412";2;9;28;42;1980729
"3413";2;9;29;43;2061580
"3414";2;9;30;39;2071163
"3415";2;9;31;46;2047553
"3416";2;9;32;50;2010995
"3417";2;9;33;49;1985731
"3418";2;9;34;41;1968401
"3419";2;9;35;41;1945083
"3420";2;9;36;34;1913927
"3421";2;10;1;91;2122333
"3422";2;10;2;101;2084483
"3423";2;10;3;81;2052838
"3424";2;10;4;74;2023216
"3425";2;10;5;76;1946775
"3426";2;10;6;73;1837179
"3427";2;10;7;68;1790126
"3428";2;10;8;55;1748939
"3429";2;10;9;59;1776841
"3430";2;10;10;66;1820479
"3431";2;10;11;52;1856121
"3432";2;10;12;43;1707990
"3433";2;10;13;43;1614199
"3434";2;10;14;46;1572880
"3435";2;10;15;45;1608355
"3436";2;10;16;56;1584568
"3437";2;10;17;35;1656039
"3438";2;10;18;34;1670111
"3439";2;10;19;48;1723519
"3440";2;10;20;42;1806828
"3441";2;10;21;37;1809855
"3442";2;10;22;41;1857742
"3443";2;10;23;46;1866516
"3444";2;10;24;30;1836510
"3445";2;10;25;32;1900812
"3446";2;10;26;40;1915235
"3447";2;10;27;35;1930809
"3448";2;10;28;46;1968787
"3449";2;10;29;50;2021562
"3450";2;10;30;39;2082028
"3451";2;10;31;47;2079037
"3452";2;10;32;40;2055410
"3453";2;10;33;46;2018864
"3454";2;10;34;49;1986189
"3455";2;10;35;27;1974742
"3456";2;10;36;28;1951590
"3457";2;11;1;94;2029485
"3458";2;11;2;95;2065099
"3459";2;11;3;90;2033082
"3460";2;11;4;76;2006883
"3461";2;11;5;69;1983887
"3462";2;11;6;72;1912938
"3463";2;11;7;75;1809144
"3464";2;11;8;47;1768850
"3465";2;11;9;55;1733030
"3466";2;11;10;57;1764490
"3467";2;11;11;65;1803781
"3468";2;11;12;56;1836935
"3469";2;11;13;51;1689137
"3470";2;11;14;32;1595867
"3471";2;11;15;39;1554455
"3472";2;11;16;48;1588673
"3473";2;11;17;37;1564830
"3474";2;11;18;52;1634533
"3475";2;11;19;48;1647569
"3476";2;11;20;38;1697734
"3477";2;11;21;37;1793713
"3478";2;11;22;39;1800558
"3479";2;11;23;33;1851615
"3480";2;11;24;30;1861087
"3481";2;11;25;45;1832224
"3482";2;11;26;49;1897787
"3483";2;11;27;41;1914746
"3484";2;11;28;40;1931562
"3485";2;11;29;57;1969840
"3486";2;11;30;48;2032929
"3487";2;11;31;41;2089764
"3488";2;11;32;48;2086723
"3489";2;11;33;48;2063125
"3490";2;11;34;35;2025220
"3491";2;11;35;37;1992410
"3492";2;11;36;34;1981122
"3493";2;12;1;86;2049379
"3494";2;12;2;103;2042781
"3495";2;12;3;69;2074912
"3496";2;12;4;83;2039248
"3497";2;12;5;74;2010570
"3498";2;12;6;58;1983204
"3499";2;12;7;66;1908228
"3500";2;12;8;42;1803289
"3501";2;12;9;68;1760631
"3502";2;12;10;51;1726215
"3503";2;12;11;59;1761785
"3504";2;12;12;65;1799877
"3505";2;12;13;60;1832890
"3506";2;12;14;51;1686215
"3507";2;12;15;56;1594004
"3508";2;12;16;37;1553115
"3509";2;12;17;41;1587213
"3510";2;12;18;36;1564807
"3511";2;12;19;42;1634151
