"";"sex";"age";"period";"CancerCM";"POP"
"926";1;25;26;148;2059916
"927";1;25;27;155;1950717
"928";1;25;28;113;1871853
"929";1;25;29;121;1857316
"930";1;25;30;118;1892854
"931";1;25;31;108;1895451
"932";1;25;32;127;1931165
"933";1;25;33;119;2012470
"934";1;25;34;113;2059324
"935";1;25;35;153;2174489
"936";1;25;36;125;2198907
"937";1;26;1;176;1380257
"938";1;26;2;180;1365035
"939";1;26;3;224;1890311
"940";1;26;4;206;1757251
"941";1;26;5;214;1764628
"942";1;26;6;181;1768962
"943";1;26;7;207;1848204
"944";1;26;8;213;1905656
"945";1;26;9;206;1962220
"946";1;26;10;227;2000848
"947";1;26;11;238;2053866
"948";1;26;12;193;2088189
"949";1;26;13;187;2171377
"950";1;26;14;198;2181376
"951";1;26;15;216;2177408
"952";1;26;16;224;2175405
"953";1;26;17;201;2206160
"954";1;26;18;180;2167496
"955";1;26;19;176;2133498
"956";1;26;20;188;2105712
"957";1;26;21;183;2046317
"958";1;26;22;152;1953429
"959";1;26;23;165;1919577
"960";1;26;24;159;1899138
"961";1;26;25;158;1945759
"962";1;26;26;153;2018272
"963";1;26;27;166;2040314
"964";1;26;28;145;1929943
"965";1;26;29;137;1851717
"966";1;26;30;128;1861805
"967";1;26;31;142;1914192
"968";1;26;32;122;1916295
"969";1;26;33;125;1951508
"970";1;26;34;131;1999898
"971";1;26;35;141;2073323
"972";1;26;36;135;2191732
"973";1;27;1;242;1410743
"974";1;27;2;162;1397176
"975";1;27;3;190;1381412
"976";1;27;4;223;1910697
"977";1;27;5;209;1777014
"978";1;27;6;212;1783184
"979";1;27;7;219;1787145
"980";1;27;8;216;1868134
"981";1;27;9;222;1926018
"982";1;27;10;230;1963195
"983";1;27;11;189;2022339
"984";1;27;12;190;2073895
"985";1;27;13;232;2108278
"986";1;27;14;233;2190884
"987";1;27;15;236;2200609
"988";1;27;16;250;2198604
"989";1;27;17;225;2192048
"990";1;27;18;221;2221584
"991";1;27;19;219;2181356
"992";1;27;20;223;2154225
"993";1;27;21;201;2141037
"994";1;27;22;204;2088282
"995";1;27;23;140;1992553
"996";1;27;24;168;1958548
"997";1;27;25;178;1941152
"998";1;27;26;178;1990015
"999";1;27;27;182;2067574
"1000";1;27;28;157;2089680
"1001";1;27;29;148;1985242
"1002";1;27;30;135;1891181
"1003";1;27;31;136;1882318
"1004";1;27;32;104;1934090
"1005";1;27;33;133;1935909
"1006";1;27;34;142;1970028
"1007";1;27;35;150;2014018
"1008";1;27;36;154;2089368
"1009";1;28;1;199;1489382
"1010";1;28;2;184;1404443
"1011";1;28;3;196;1384648
"1012";1;28;4;171;1363026
"1013";1;28;5;229;1877464
"1014";1;28;6;230;1737125
"1015";1;28;7;212;1735305
"1016";1;28;8;178;1733155
"1017";1;28;9;220;1804088
"1018";1;28;10;202;1837856
"1019";1;28;11;203;1888790
"1020";1;28;12;225;1940734
"1021";1;28;13;223;1986364
"1022";1;28;14;218;2015327
"1023";1;28;15;226;2090937
"1024";1;28;16;252;2097417
"1025";1;28;17;223;2089190
"1026";1;28;18;204;2077772
"1027";1;28;19;238;2100929
"1028";1;28;20;207;2077094
"1029";1;28;21;193;2069361
"1030";1;28;22;188;2069753
"1031";1;28;23;189;2025632
"1032";1;28;24;191;1940828
"1033";1;28;25;193;1918808
"1034";1;28;26;160;1910602
"1035";1;28;27;168;1968513
"1036";1;28;28;194;2052868
"1037";1;28;29;162;2086110
"1038";1;28;30;142;2001613
"1039";1;28;31;144;1911127
"1040";1;28;32;149;1901689
"1041";1;28;33;145;1953177
"1042";1;28;34;137;1918859
"1043";1;28;35;146;1983506
"1044";1;28;36;168;2029865
"1045";1;29;1;208;1319618
"1046";1;29;2;216;1511490
"1047";1;29;3;195;1435995
"1048";1;29;4;179;1426005
"1049";1;29;5;212;1414459
"1050";1;29;6;244;1960519
"1051";1;29;7;271;1826754
"1052";1;29;8;218;1839260
"1053";1;29;9;229;1849577
"1054";1;29;10;252;1928399
"1055";1;29;11;235;1986307
"1056";1;29;12;222;2043104
"1057";1;29;13;255;2102825
"1058";1;29;14;249;2157255
"1059";1;29;15;264;2194315
"1060";1;29;16;285;2280296
"1061";1;29;17;226;2290412
"1062";1;29;18;220;2286064
"1063";1;29;19;236;2281122
"1064";1;29;20;254;2289946
"1065";1;29;21;246;2297259
"1066";1;29;22;193;2269923
"1067";1;29;23;253;2244803
"1068";1;29;24;234;2173671
"1069";1;29;25;183;2064364
"1070";1;29;26;186;2020491
"1071";1;29;27;197;1992870
"1072";1;29;28;180;2031942
"1073";1;29;29;197;2098705
"1074";1;29;30;173;2094284
"1075";1;29;31;172;2020521
"1076";1;29;32;178;1929370
"1077";1;29;33;148;1919647
"1078";1;29;34;161;1973232
"1079";1;29;35;159;1932040
"1080";1;29;36;160;1998132
"1081";1;30;1;210;1305577
"1082";1;30;2;210;1388021
"1083";1;30;3;220;1579100
"1084";1;30;4;203;1491520
"1085";1;30;5;234;1473201
"1086";1;30;6;209;1451995
"1087";1;30;7;235;1999444
"1088";1;30;8;248;1854972
"1089";1;30;9;230;1857067
"1090";1;30;10;257;1844488
"1091";1;30;11;242;1914448
"1092";1;30;12;265;1966024
"1093";1;30;13;238;2018023
"1094";1;30;14;269;2073032
"1095";1;30;15;297;2122324
"1096";1;30;16;284;2153845
"1097";1;30;17;261;2232278
"1098";1;30;18;279;2235138
"1099";1;30;19;249;2225433
"1100";1;30;20;240;2254553
"1101";1;30;21;259;2264453
"1102";1;30;22;266;2287504
"1103";1;30;23;246;2270088
"1104";1;30;24;243;2255076
"1105";1;30;25;249;2198457
"1106";1;30;26;222;2101179
"1107";1;30;27;204;2071568
"1108";1;30;28;194;2057443
"1109";1;30;29;170;2116341
"1110";1;30;30;188;2175022
"1111";1;30;31;224;2111782
"1112";1;30;32;220;2038239
"1113";1;30;33;176;1946884
"1114";1;30;34;168;1913127
"1115";1;30;35;154;1986195
"1116";1;30;36;159;1946930
"1117";1;31;1;226;1171201
"1118";1;31;2;194;1244310
"1119";1;31;3;238;1326084
"1120";1;31;4;254;1512763
"1121";1;31;5;214;1432779
"1122";1;31;6;193;1418130
"1123";1;31;7;207;1401181
"1124";1;31;8;278;1936590
"1125";1;31;9;304;1800974
"1126";1;31;10;255;1794918
"1127";1;31;11;235;1801463
"1128";1;31;12;270;1866854
"1129";1;31;13;230;1916645
"1130";1;31;14;276;1967159
"1131";1;31;15;292;2020310
"1132";1;31;16;325;2068824
"1133";1;31;17;286;2097211
"1134";1;31;18;306;2171961
"1135";1;31;19;288;2174249
"1136";1;31;20;282;2164867
"1137";1;31;21;309;2220375
"1138";1;31;22;303;2226555
"1139";1;31;23;277;2240053
"1140";1;31;24;309;2213847
"1141";1;31;25;282;2193088
"1142";1;31;26;267;2130908
"1143";1;31;27;246;2031679
"1144";1;31;28;233;1996946
"1145";1;31;29;212;1979133
"1146";1;31;30;215;2061707
"1147";1;31;31;191;2190181
"1148";1;31;32;218;2126809
"1149";1;31;33;199;2053742
"1150";1;31;34;181;1956241
"1151";1;31;35;172;1924599
"1152";1;31;36;189;1999347
"1153";1;32;1;223;1154965
"1154";1;32;2;192;1178649
"1155";1;32;3;244;1251222
"1156";1;32;4;247;1332434
"1157";1;32;5;268;1519489
"1158";1;32;6;246;1438603
"1159";1;32;7;230;1423372
"1160";1;32;8;248;1408170
"1161";1;32;9;271;1942365
"1162";1;32;10;284;1796718
"1163";1;32;11;259;1808784
"1164";1;32;12;294;1812869
"1165";1;32;13;332;1876864
"1166";1;32;14;323;1925884
"1167";1;32;15;341;1975778
"1168";1;32;16;342;2028368
"1169";1;32;17;329;2073821
"1170";1;32;18;308;2100766
"1171";1;32;19;309;2172932
"1172";1;32;20;389;2179286
"1173";1;32;21;320;2192936
"1174";1;32;22;347;2251705
"1175";1;32;23;338;2255989
"1176";1;32;24;322;2267568
"1177";1;32;25;315;2242417
"1178";1;32;26;330;2221348
"1179";1;32;27;282;2160404
"1180";1;32;28;251;2061221
"1181";1;32;29;218;2029406
"1182";1;32;30;242;2020462
"1183";1;32;31;223;2074736
"1184";1;32;32;241;2202688
"1185";1;32;33;231;2139257
"1186";1;32;34;222;2050626
"1187";1;32;35;217;1965968
"1188";1;32;36;228;1935647
"1189";1;33;1;271;1128265
"1190";1;33;2;236;1145490
"1191";1;33;3;246;1167651
"1192";1;33;4;247;1238332
"1193";1;33;5;254;1318337
"1194";1;33;6;262;1501253
"1195";1;33;7;279;1420466
"1196";1;33;8;283;1407063
"1197";1;33;9;261;1390658
"1198";1;33;10;328;1905234
"1199";1;33;11;302;1773696
"1200";1;33;12;313;1784315
"1201";1;33;13;338;1789378
"1202";1;33;14;357;1853687
"1203";1;33;15;364;1902881
"1204";1;33;16;373;1953685
"1205";1;33;17;367;2004956
"1206";1;33;18;350;2051021
"1207";1;33;19;360;2078537
"1208";1;33;20;393;2161517
"1209";1;33;21;351;2184507
"1210";1;33;22;389;2197475
"1211";1;33;23;368;2250636
"1212";1;33;24;391;2249161
"1213";1;33;25;302;2258100
"1214";1;33;26;329;2229204
"1215";1;33;27;331;2205986
"1216";1;33;28;303;2142424
"1217";1;33;29;274;2043243
"1218";1;33;30;265;2013657
"1219";1;33;31;254;2032138
"1220";1;33;32;259;2086065
"1221";1;33;33;256;2213639
"1222";1;33;34;248;2161220
"1223";1;33;35;221;2059276
"1224";1;33;36;216;1975839
"1225";1;34;1;287;1120468
"1226";1;34;2;298;1158172
"1227";1;34;3;242;1176301
"1228";1;34;4;233;1199576
"1229";1;34;5;298;1273737
"1230";1;34;6;263;1356780
"1231";1;34;7;322;1546988
"1232";1;34;8;298;1466213
"1233";1;34;9;244;1452454
"1234";1;34;10;265;1430137
"1235";1;34;11;381;1970415
"1236";1;34;12;332;1836266
"1237";1;34;13;361;1848142
"1238";1;34;14;368;1855953
"1239";1;34;15;347;1923177
"1240";1;34;16;389;1976462
"1241";1;34;17;358;2030331
"1242";1;34;18;348;2085686
"1243";1;34;19;402;2135533
"1244";1;34;20;403;2161814
"1245";1;34;21;416;2264689
"1246";1;34;22;411;2283102
"1247";1;34;23;422;2286487
"1248";1;34;24;372;2331431
"1249";1;34;25;419;2321836
"1250";1;34;26;373;2322963
"1251";1;34;27;375;2286555
"1252";1;34;28;352;2255676
"1253";1;34;29;332;2186103
"1254";1;34;30;259;2084083
"1255";1;34;31;282;2024197
"1256";1;34;32;257;2042359
"1257";1;34;33;285;2096253
"1258";1;34;34;255;2215850
"1259";1;34;35;292;2167887
"1260";1;34;36;236;2068562
"1261";1;35;1;285;1105625
"1262";1;35;2;265;1117237
"1263";1;35;3;336;1153346
"1264";1;35;4;313;1169977
"1265";1;35;5;291;1192641
"1266";1;35;6;297;1264785
"1267";1;35;7;299;1345672
"1268";1;35;8;375;1534971
"1269";1;35;9;312;1453251
"1270";1;35;10;320;1430371
"1271";1;35;11;278;1409659
"1272";1;35;12;395;1936804
"1273";1;35;13;397;1808220
"1274";1;35;14;386;1820993
"1275";1;35;15;397;1830410
"1276";1;35;16;425;1898872
"1277";1;35;17;397;1950739
"1278";1;35;18;420;2004832
"1279";1;35;19;435;2060975
"1280";1;35;20;441;2128501
"1281";1;35;21;477;2158845
"1282";1;35;22;456;2268387
"1283";1;35;23;440;2291901
"1284";1;35;24;460;2299771
"1285";1;35;25;430;2352930
"1286";1;35;26;431;2350177
"1287";1;35;27;424;2361320
"1288";1;35;28;396;2333529
"1289";1;35;29;410;2311702
"1290";1;35;30;361;2227244
"1291";1;35;31;336;2094162
"1292";1;35;32;315;2034114
"1293";1;35;33;303;2052102
"1294";1;35;34;321;2086938
"1295";1;35;35;294;2221709
"1296";1;35;36;296;2176251
"1297";1;36;1;350;1092536
"1298";1;36;2;334;1099674
"1299";1;36;3;353;1108845
"1300";1;36;4;308;1142265
"1301";1;36;5;354;1157233
"1302";1;36;6;307;1177075
"1303";1;36;7;354;1245611
"1304";1;36;8;345;1324431
"1305";1;36;9;360;1507329
"1306";1;36;10;350;1417849
"1307";1;36;11;314;1406758
"1308";1;36;12;379;1385894
"1309";1;36;13;441;1899472
"1310";1;36;14;449;1774095
"1311";1;36;15;476;1785217
"1312";1;36;16;437;1793950
"1313";1;36;17;459;1859073
"1314";1;36;18;455;1908866
"1315";1;36;19;459;1961026
"1316";1;36;20;474;2017027
"1317";1;36;21;502;2088073
"1318";1;36;22;484;2116791
"1319";1;36;23;519;2219149
"1320";1;36;24;460;2237231
"1321";1;36;25;466;2241813
"1322";1;36;26;494;2289188
"1323";1;36;27;456;2284259
"1324";1;36;28;442;2292417
"1325";1;36;29;386;2262286
"1326";1;36;30;419;2254933
"1327";1;36;31;368;2236229
"1328";1;36;32;356;2102979
"1329";1;36;33;344;2042920
"1330";1;36;34;294;2045868
"1331";1;36;35;303;2092867
"1332";1;36;36;339;2228667
"1333";1;37;1;390;1070786
"1334";1;37;2;371;1091031
"1335";1;37;3;366;1098268
"1336";1;37;4;367;1107510
"1337";1;37;5;321;1141938
"1338";1;37;6;339;1156831
"1339";1;37;7;354;1176678
"1340";1;37;8;336;1247084
"1341";1;37;9;388;1326200
"1342";1;37;10;461;1501175
"1343";1;37;11;401;1422143
"1344";1;37;12;385;1411222
"1345";1;37;13;428;1392382
"1346";1;37;14;486;1906794
"1347";1;37;15;537;1785162
"1348";1;37;16;495;1797893
"1349";1;37;17;500;1808534
"1350";1;37;18;499;1874962
"1351";1;37;19;551;1927451
"1352";1;37;20;529;1979312
"1353";1;37;21;551;2044556
"1354";1;37;22;532;2113740
"1355";1;37;23;560;2136867
"1356";1;37;24;560;2233596
"1357";1;37;25;554;2247118
"1358";1;37;26;548;2246659
"1359";1;37;27;519;2290267
"1360";1;37;28;499;2280708
"1361";1;37;29;479;2283851
"1362";1;37;30;442;2246829
"1363";1;37;31;436;2262112
"1364";1;37;32;393;2243495
"1365";1;37;33;395;2110657
"1366";1;37;34;335;2045951
"1367";1;37;35;331;2050682
"1368";1;37;36;343;2099307
"1369";1;38;1;396;1085605
"1370";1;38;2;403;1067160
"1371";1;38;3;445;1085319
"1372";1;38;4;401;1090421
"1373";1;38;5;357;1098271
"1374";1;38;6;427;1129991
"1375";1;38;7;408;1142294
"1376";1;38;8;431;1160936
"1377";1;38;9;427;1228092
"1378";1;38;10;432;1293432
"1379";1;38;11;491;1461956
"1380";1;38;12;544;1378821
"1381";1;38;13;452;1363232
"1382";1;38;14;496;1341576
"1383";1;38;15;594;1828149
"1384";1;38;16;556;1705262
"1385";1;38;17;523;1710554
"1386";1;38;18;568;1714183
"1387";1;38;19;565;1773258
"1388";1;38;20;578;1830843
"1389";1;38;21;623;1881286
"1390";1;38;22;590;1954387
"1391";1;38;23;632;2028753
"1392";1;38;24;582;2059788
"1393";1;38;25;603;2163398
"1394";1;38;26;592;2186545
"1395";1;38;27;582;2198250
"1396";1;38;28;562;2252275
"1397";1;38;29;570;2253560
"1398";1;38;30;565;2270448
"1399";1;38;31;536;2252414
"1400";1;38;32;518;2267337
"1401";1;38;33;467;2249240
"1402";1;38;34;437;2106960
"1403";1;38;35;436;2049623
"1404";1;38;36;378;2055721
"1405";1;39;1;482;1099596
"1406";1;39;2;514;1094811
"1407";1;39;3;471;1080055
"1408";1;39;4;473;1102278
"1409";1;39;5;461;1112141
"1410";1;39;6;423;1123915
"1411";1;39;7;483;1160299
"1412";1;39;8;464;1178421
"1413";1;39;9;460;1202085
"1414";1;39;10;479;1274861
"1415";1;39;11;515;1360954
"1416";1;39;12;575;1545834
"1417";1;39;13;544;1469385
"1418";1;39;14;552;1463703
"1419";1;39;15;535;1448609
"1420";1;39;16;686;1988765
"1421";1;39;17;648;1871308
"1422";1;39;18;617;1889748
"1423";1;39;19;611;1909501
"1424";1;39;20;630;1953185
"1425";1;39;21;641;2036473
"1426";1;39;22;719;2072119
"1427";1;39;23;696;2128230
"1428";1;39;24;710;2184313
"1429";1;39;25;699;2194294
"1430";1;39;26;710;2279174
"1431";1;39;27;658;2279529
"1432";1;39;28;668;2267860
"1433";1;39;29;629;2296996
"1434";1;39;30;625;2275033
"1435";1;39;31;663;2275023
"1436";1;39;32;592;2256685
"1437";1;39;33;575;2271629
"1438";1;39;34;528;2251951
"1439";1;39;35;478;2110056
"1440";1;39;36;471;2054130
"1441";1;40;1;559;1132411
"1442";1;40;2;583;1107944
"1443";1;40;3;528;1105312
"1444";1;40;4;500;1092267
"1445";1;40;5;531;1117514
"1446";1;40;6;528;1129362
"1447";1;40;7;505;1143244
"1448";1;40;8;516;1183724
"1449";1;40;9;502;1204620
"1450";1;40;10;567;1219779
"1451";1;40;11;575;1273686
"1452";1;40;12;581;1354748
"1453";1;40;13;624;1532862
"1454";1;40;14;630;1452591
"1455";1;40;15;610;1443074
"1456";1;40;16;600;1428424
"1457";1;40;17;709;1944996
"1458";1;40;18;796;1824638
"1459";1;40;19;699;1837266
"1460";1;40;20;708;1879921
"1461";1;40;21;727;1898471
"1462";1;40;22;747;1992913
"1463";1;40;23;791;2040134
"1464";1;40;24;762;2107334
"1465";1;40;25;794;2177582
"1466";1;40;26;798;2202140
"1467";1;40;27;798;2303349
"1468";1;40;28;757;2321393
"1469";1;40;29;711;2326357
"1470";1;40;30;714;2342943
"1471";1;40;31;729;2278929
"1472";1;40;32;718;2278743
"1473";1;40;33;681;2260358
"1474";1;40;34;627;2276154
"1475";1;40;35;608;2254055
"1476";1;40;36;523;2113986
"1477";1;41;1;669;1185216
"1478";1;41;2;676;1128037
"1479";1;41;3;595;1099258
"1480";1;41;4;547;1092257
"1481";1;41;5;573;1075632
"1482";1;41;6;582;1096034
"1483";1;41;7;595;1103131
"1484";1;41;8;641;1113495
"1485";1;41;9;576;1148742
"1486";1;41;10;595;1162220
"1487";1;41;11;671;1175594
"1488";1;41;12;658;1229115
"1489";1;41;13;659;1309599
"1490";1;41;14;754;1484029
"1491";1;41;15;722;1409426
"1492";1;41;16;661;1402891
"1493";1;41;17;706;1390547
"1494";1;41;18;881;1896171
"1495";1;41;19;886;1783341
"1496";1;41;20;793;1789684
"1497";1;41;21;805;1830798
"1498";1;41;22;817;1845002
"1499";1;41;23;922;1930535
"1500";1;41;24;826;1970125
"1501";1;41;25;918;2029122
"1502";1;41;26;856;2091035
"1503";1;41;27;873;2108927
"1504";1;41;28;903;2200774
"1505";1;41;29;906;2211175
"1506";1;41;30;843;2241533
"1507";1;41;31;800;2345139
"1508";1;41;32;802;2280821
"1509";1;41;33;771;2280890
"1510";1;41;34;721;2263175
"1511";1;41;35;739;2276488
"1512";1;41;36;696;2256443
"1513";1;42;1;759;1153960
"1514";1;42;2;756;1184801
"1515";1;42;3;785;1127678
"1516";1;42;4;681;1098833
"1517";1;42;5;715;1092573
"1518";1;42;6;700;1075874
"1519";1;42;7;660;1096365
"1520";1;42;8;664;1104651
"1521";1;42;9;659;1115452
"1522";1;42;10;724;1150723
"1523";1;42;11;705;1168453
"1524";1;42;12;709;1181155
"1525";1;42;13;706;1235027
"1526";1;42;14;800;1315985
"1527";1;42;15;899;1491011
"1528";1;42;16;826;1416884
"1529";1;42;17;770;1410129
"1530";1;42;18;842;1399319
"1531";1;42;19;975;1905080
"1532";1;42;20;984;1784825
"1533";1;42;21;916;1790544
"1534";1;42;22;894;1836535
"1535";1;42;23;917;1853699
"1536";1;42;24;1065;1942061
"1537";1;42;25;995;1985840
"1538";1;42;26;968;2048671
"1539";1;42;27;981;2116043
"1540";1;42;28;989;2139061
"1541";1;42;29;964;2235880
"1542";1;42;30;949;2247647
"1543";1;42;31;953;2242085
"1544";1;42;32;962;2345345
"1545";1;42;33;960;2281171
"1546";1;42;34;903;2271949
"1547";1;42;35;902;2262041
"1548";1;42;36;843;2276744
"1549";1;43;1;954;1165284
"1550";1;43;2;838;1147365
"1551";1;43;3;848;1177194
"1552";1;43;4;858;1119047
"1553";1;43;5;807;1089860
"1554";1;43;6;805;1082569
"1555";1;43;7;834;1064894
"1556";1;43;8;771;1085242
"1557";1;43;9;817;1092687
"1558";1;43;10;771;1104484
"1559";1;43;11;776;1155887
"1560";1;43;12;768;1170723
"1561";1;43;13;824;1181026
"1562";1;43;14;833;1232628
"1563";1;43;15;914;1311041
"1564";1;43;16;995;1481358
"1565";1;43;17;871;1404873
"1566";1;43;18;877;1396629
"1567";1;43;19;867;1385272
"1568";1;43;20;1090;1894278
"1569";1;43;21;1094;1763710
"1570";1;43;22;1077;1770826
"1571";1;43;23;1090;1816705
"1572";1;43;24;1060;1832970
"1573";1;43;25;1155;1920445
"1574";1;43;26;1113;1964227
"1575";1;43;27;1134;2027293
"1576";1;43;28;1183;2095228
"1577";1;43;29;1147;2118325
"1578";1;43;30;1163;2196331
"1579";1;43;31;1188;2247197
"1580";1;43;32;1094;2241421
"1581";1;43;33;1075;2344636
"1582";1;43;34;1098;2288029
"1583";1;43;35;1013;2270026
"1584";1;43;36;972;2261123
"1585";1;44;1;1007;1158852
"1586";1;44;2;1056;1161746
"1587";1;44;3;984;1145684
"1588";1;44;4;1050;1177409
"1589";1;44;5;926;1121388
"1590";1;44;6;884;1093594
"1591";1;44;7;900;1087887
"1592";1;44;8;876;1072835
"1593";1;44;9;928;1095405
"1594";1;44;10;909;1101925
"1595";1;44;11;903;1116413
"1596";1;44;12;939;1171741
"1597";1;44;13;927;1190854
"1598";1;44;14;950;1204999
"1599";1;44;15;994;1261877
"1600";1;44;16;1039;1346239
"1601";1;44;17;1109;1526128
"1602";1;44;18;1041;1453031
"1603";1;44;19;966;1448244
"1604";1;44;20;976;1430533
"1605";1;44;21;1307;1975498
"1606";1;44;22;1298;1831960
"1607";1;44;23;1215;1830440
"1608";1;44;24;1189;1868112
"1609";1;44;25;1154;1876417
"1610";1;44;26;1259;1956940
"1611";1;44;27;1214;1992900
"1612";1;44;28;1278;2048335
"1613";1;44;29;1288;2106941
"1614";1;44;30;1289;2145103
"1615";1;44;31;1304;2195184
"1616";1;44;32;1328;2245790
"1617";1;44;33;1281;2240056
"1618";1;44;34;1167;2339452
"1619";1;44;35;1234;2285286
"1620";1;44;36;1118;2268257
"1621";1;45;1;1148;1164862
"1622";1;45;2;1216;1149996
"1623";1;45;3;1247;1151659
"1624";1;45;4;1201;1134446
"1625";1;45;5;1088;1165327
"1626";1;45;6;1179;1108311
"1627";1;45;7;975;1079531
"1628";1;45;8;1045;1073660
"1629";1;45;9;1010;1057929
"1630";1;45;10;1016;1078175
"1631";1;45;11;1012;1081053
"1632";1;45;12;1025;1095012
"1633";1;45;13;1014;1149108
"1634";1;45;14;975;1167637
"1635";1;45;15;1088;1182071
"1636";1;45;16;1091;1238085
"1637";1;45;17;1140;1320935
"1638";1;45;18;1254;1496128
"1639";1;45;19;1205;1424673
"1640";1;45;20;1108;1431264
"1641";1;45;21;1188;1399463
"1642";1;45;22;1465;1941895
"1643";1;45;23;1430;1812499
"1644";1;45;24;1342;1820647
"1645";1;45;25;1323;1869163
"1646";1;45;26;1363;1888349
"1647";1;45;27;1416;1981054
"1648";1;45;28;1507;2030794
"1649";1;45;29;1425;2099854
"1650";1;45;30;1487;2138973
"1651";1;45;31;1485;2143216
"1652";1;45;32;1480;2193026
"1653";1;45;33;1531;2243722
"1654";1;45;34;1408;2232079
"1655";1;45;35;1368;2335736
"1656";1;45;36;1286;2282517
"1657";1;46;1;1428;1183946
"1658";1;46;2;1383;1156878
"1659";1;46;3;1329;1142293
"1660";1;46;4;1397;1144326
"1661";1;46;5;1262;1128140
"1662";1;46;6;1295;1159010
"1663";1;46;7;1176;1102380
"1664";1;46;8;1167;1075138
"1665";1;46;9;1252;1069720
"1666";1;46;10;1080;1059328
"1667";1;46;11;1143;1095174
"1668";1;46;12;1173;1092311
"1669";1;46;13;1193;1101197
"1670";1;46;14;1177;1150314
"1671";1;46;15;1189;1163484
"1672";1;46;16;1242;1171855
"1673";1;46;17;1260;1221409
"1674";1;46;18;1311;1297744
"1675";1;46;19;1473;1462878
"1676";1;46;20;1414;1384779
"1677";1;46;21;1279;1387961
"1678";1;46;22;1365;1357181
"1679";1;46;23;1614;1883092
"1680";1;46;24;1565;1755917
"1681";1;46;25;1585;1762951
"1682";1;46;26;1553;1808249
"1683";1;46;27;1561;1826672
"1684";1;46;28;1644;1916364
"1685";1;46;29;1682;1963127
"1686";1;46;30;1663;2050861
"1687";1;46;31;1638;2135827
"1688";1;46;32;1717;2139877
"1689";1;46;33;1740;2189594
"1690";1;46;34;1689;2233653
"1691";1;46;35;1618;2227517
"1692";1;46;36;1517;2331805
"1693";1;47;1;1478;1169314
"1694";1;47;2;1534;1178902
"1695";1;47;3;1514;1152399
"1696";1;47;4;1556;1138635
"1697";1;47;5;1599;1142109
"1698";1;47;6;1469;1126282
"1699";1;47;7;1450;1157794
"1700";1;47;8;1504;1103004
"1701";1;47;9;1351;1076575
"1702";1;47;10;1364;1071786
"1703";1;47;11;1384;1071720
"1704";1;47;12;1388;1106646
"1705";1;47;13;1363;1103605
"1706";1;47;14;1316;1112044
"1707";1;47;15;1361;1161170
"1708";1;47;16;1338;1173720
"1709";1;47;17;1367;1181182
"1710";1;47;18;1422;1230323
"1711";1;47;19;1560;1306371
"1712";1;47;20;1609;1470961
"1713";1;47;21;1510;1396800
"1714";1;47;22;1523;1400678
"1715";1;47;23;1548;1370898
"1716";1;47;24;1927;1898823
"1717";1;47;25;1740;1772473
"1718";1;47;26;1774;1779047
"1719";1;47;27;1698;1825784
"1720";1;47;28;1695;1844953
"1721";1;47;29;1781;1934967
"1722";1;47;30;1788;1981343
"1723";1;47;31;1927;2046895
"1724";1;47;32;1851;2131525
"1725";1;47;33;1963;2135637
"1726";1;47;34;1873;2200221
"1727";1;47;35;1787;2228232
"1728";1;47;36;1803;2222588
"1729";1;48;1;1729;1158749
"1730";1;48;2;1728;1160148
"1731";1;48;3;1815;1166833
"1732";1;48;4;1778;1137849
"1733";1;48;5;1739;1122162
"1734";1;48;6;1689;1122750
"1735";1;48;7;1781;1104687
"1736";1;48;8;1684;1134845
"1737";1;48;9;1591;1078546
"1738";1;48;10;1639;1043934
"1739";1;48;11;1566;1013276
"1740";1;48;12;1568;1013076
"1741";1;48;13;1508;1045653
"1742";1;48;14;1459;1042828
"1743";1;48;15;1499;1050940
"1744";1;48;16;1522;1096868
"1745";1;48;17;1502;1108328
"1746";1;48;18;1552;1115442
"1747";1;48;19;1602;1162391
"1748";1;48;20;1657;1220028
"1749";1;48;21;1852;1405765
"1750";1;48;22;1741;1340352
"1751";1;48;23;1724;1349482
"1752";1;48;24;1726;1325429
"1753";1;48;25;2069;1844611
"1754";1;48;26;1946;1727422
"1755";1;48;27;1980;1741130
"1756";1;48;28;1940;1794781
"1757";1;48;29;1994;1820806
"1758";1;48;30;2042;1934846
"1759";1;48;31;2079;1976384
"1760";1;48;32;2064;2041578
"1761";1;48;33;2176;2126077
"1762";1;48;34;2045;2111295
"1763";1;48;35;2071;2193759
"1764";1;48;36;2075;2222076
"1765";1;49;1;1936;1185351
"1766";1;49;2;1925;1163256
"1767";1;49;3;2026;1168489
"1768";1;49;4;2098;1179327
"1769";1;49;5;2050;1154422
"1770";1;49;6;2035;1141942
"1771";1;49;7;2023;1146494
"1772";1;49;8;1949;1132835
"1773";1;49;9;1927;1167994
"1774";1;49;10;1882;1117992
"1775";1;49;11;1802;1086767
"1776";1;49;12;1726;1061281
"1777";1;49;13;1738;1067684
"1778";1;49;14;1796;1109661
"1779";1;49;15;1738;1114456
"1780";1;49;16;1708;1129078
"1781";1;49;17;1750;1186268
"1782";1;49;18;1754;1207306
"1783";1;49;19;1748;1222046
"1784";1;49;20;1808;1274710
"1785";1;49;21;1917;1338083
"1786";1;49;22;2100;1528757
"1787";1;49;23;1935;1447258
"1788";1;49;24;1815;1445059
"1789";1;49;25;1892;1408805
"1790";1;49;26;2352;1942403
